ident,ident_icao,ident_iata,actual_runway_off,actual_runway_on,fa_flight_id,operator,operator_icao,operator_iata,flight_number,registration,atc_ident,inbound_fa_flight_id,blocked,diverted,cancelled,position_only,origin_code,origin_code_icao,origin_code_iata,origin_code_lid,origin_timezone,origin_name,origin_city,origin_airport_info_url,destination_code,destination_code_icao,destination_code_iata,destination_code_lid,destination_timezone,destination_name,destination_city,destination_airport_info_url,departure_delay,arrival_delay,filed_ete,progress_percent,status,aircraft_type,route_distance,filed_airspeed,filed_altitude,route,baggage_claim,seats_cabin_business,seats_cabin_coach,seats_cabin_first,gate_origin,gate_destination,terminal_origin,terminal_destination,type,scheduled_out,estimated_out,actual_out,scheduled_off,estimated_off,actual_off,scheduled_on,estimated_on,actual_on,scheduled_in,estimated_in,actual_in
SWA3599,SWA3599,WN3599,,,SWA3599-1720824150-airline-100p,SWA,SWA,WN,3599,N949WN,,SWA3599-1720824150-airline-101p,False,False,False,False,KHOU,KHOU,HOU,HOU,America/Chicago,William P Hobby,Houston,/airports/KHOU,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,180,2460,0,Scheduled,B737,148,420,220,RETYR8 MNURE WLEEE7,,,,,25,18,,,Airline,2024-07-15T01:30:00Z,2024-07-15T01:30:00Z,,2024-07-15T01:40:00Z,2024-07-15T01:42:00Z,,2024-07-15T02:21:00Z,2024-07-15T02:23:00Z,,2024-07-15T02:30:00Z,2024-07-15T02:33:00Z,
AAL1828,AAL1828,AA1828,,,AAL1828-1720835012-schedule-717p,AAL,AAL,AA,1828,N978NN,,AAL387-1720806400-airline-743p,False,False,False,False,KDFW,KDFW,DFW,DFW,America/Chicago,Dallas-Fort Worth Intl,Dallas-Fort Worth,/airports/KDFW,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-240,1860,0,Scheduled,B738,191,434,240,JASPA7 WINDU SEWZY6,,16,156,0,D22,28,D,,Airline,2024-07-15T01:40:00Z,2024-07-15T01:40:00Z,,2024-07-15T01:50:00Z,2024-07-15T02:01:00Z,,2024-07-15T02:21:00Z,2024-07-15T02:32:00Z,,2024-07-15T02:46:00Z,2024-07-15T02:42:00Z,
DAL2260,DAL2260,DL2260,,,DAL2260-1720773585-fa-953p,DAL,DAL,DL,2260,N3743H,,DAL2260-1720773583-fa-1009p,False,False,False,False,KLAS,KLAS,LAS,LAS,America/Los_Angeles,Harry Reid Intl,Las Vegas,/airports/KLAS,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-360,8700,0,Scheduled,B738,1089,461,390,NIITZ3 SSKEE INW ZUN CNX KA21W KF15Y SJT DILLO LAIKS3,,,,,D38,5,1,,Airline,2024-07-15T00:05:00Z,2024-07-15T00:05:00Z,,2024-07-15T00:15:00Z,2024-07-15T00:15:00Z,,2024-07-15T02:40:00Z,2024-07-15T02:40:00Z,,2024-07-15T02:56:00Z,2024-07-15T02:50:00Z,
AAL1860,AAL1860,AA1860,,,AAL1860-1720824773-airline-331p,AAL,AAL,AA,1860,N893NN,,AAL1490-1720803320-airline-331p,False,False,False,False,KCLT,KCLT,CLT,CLT,America/New_York,Charlotte/Douglas Intl,Charlotte,/airports/KCLT,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,4200,3960,9000,0,Scheduled / Delayed,B738,1032,470,300,ESTRR5 IPTAY CHOPZ THRSR JAMMR MERDN AEX J50 LFK LUKKN WLEEE7,,,,,C14,26,,,Airline,2024-07-14T22:50:00Z,2024-07-15T00:00:00Z,,2024-07-14T23:00:00Z,2024-07-15T00:10:00Z,,2024-07-15T01:30:00Z,2024-07-15T02:40:00Z,,2024-07-15T01:44:00Z,2024-07-15T02:50:00Z,
AAY1496,AAY1496,G41496,,,AAY1496-1720827718-airline-355p,AAY,AAY,G4,1496,,,,False,False,False,False,KIAD,KIAD,IAD,IAD,America/New_York,Washington Dulles Intl,Washington,/airports/KIAD,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,10500,0,Scheduled,A319,1348,460,360,RNLDI4 OTTTO Q80 JONEN Q80 FAREV BWG TXK BROBB WINDU SEWZY6,,,,,B62,,,,Airline,2024-07-14T23:36:00Z,2024-07-14T23:36:00Z,,2024-07-14T23:46:00Z,2024-07-14T23:46:00Z,,2024-07-15T02:41:00Z,2024-07-15T02:41:00Z,,2024-07-15T02:51:00Z,2024-07-15T02:51:00Z,
DAL1677,DAL1677,DL1677,,,DAL1677-1720758225-fa-986p,DAL,DAL,DL,1677,N362NB,,DAL2679-1720758226-fa-851p,False,False,False,False,KBOS,KBOS,BOS,BOS,America/New_York,Boston Logan Intl,Boston,/airports/KBOS,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-420,14460,0,Scheduled,A319,1698,473,340,BLZZR6 BLZZR BAF Q406 BWZ J6 COLNS J6 HVQ Q68 LITTR TXK BROBB WINDU SEWZY6,,,,,A8,10,A,,Airline,2024-07-14T22:37:00Z,2024-07-14T22:37:00Z,,2024-07-14T22:47:00Z,2024-07-14T22:47:00Z,,2024-07-15T02:48:00Z,2024-07-15T02:48:00Z,,2024-07-15T03:05:00Z,2024-07-15T02:58:00Z,
SWA1288,SWA1288,WN1288,,,SWA1288-1720832595-airline-158p,SWA,SWA,WN,1288,N264LV,,SWA1453-1720738911-airline-363p,False,False,False,False,KDEN,KDEN,DEN,DEN,America/Denver,Denver Intl,Denver,/airports/KDEN,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,6600,0,Scheduled,B737,777,455,390,SABTH2 VRONI PNH J17 ABI DILLO LAIKS3,,,,,C55,,,,Airline,2024-07-15T01:00:00Z,2024-07-15T01:00:00Z,,2024-07-15T01:10:00Z,2024-07-15T01:10:00Z,,2024-07-15T03:00:00Z,2024-07-15T03:00:00Z,,2024-07-15T03:10:00Z,2024-07-15T03:10:00Z,
AAL1501,AAL1501,AA1501,,,AAL1501-1720829953-airline-621p,AAL,AAL,AA,1501,N922NN,,AAL1015-1720817001-airline-442p,False,False,False,False,KLAS,KLAS,LAS,LAS,America/Los_Angeles,Harry Reid Intl,Las Vegas,/airports/KLAS,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-300,8280,0,Scheduled,B738,1089,460,370,RASLR3 ZAYNE DRK DMN ELP PEQ LLO,,,,,D5,24,1,,Airline,2024-07-15T00:17:00Z,2024-07-15T00:17:00Z,,2024-07-15T00:27:00Z,2024-07-15T00:44:00Z,,2024-07-15T02:45:00Z,2024-07-15T03:02:00Z,,2024-07-15T03:17:00Z,2024-07-15T03:12:00Z,
AAL1715,AAL1715,AA1715,,,AAL1715-1720828336-airline-1427p,AAL,AAL,AA,1715,N810NN,,AAL338-1720811784-airline-2212p,False,False,False,False,KORD,KORD,ORD,ORD,America/Chicago,Chicago O'Hare Intl,Chicago,/airports/KORD,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,2460,1920,7620,0,Scheduled / Delayed,B738,979,472,260,ACITO ADELL ARLYN STL FSM BROBB WINDU SEWZY6,,,,,H10,30,3,,Airline,2024-07-14T23:49:00Z,2024-07-15T00:30:00Z,,2024-07-14T23:59:00Z,2024-07-15T01:03:00Z,,2024-07-15T02:06:00Z,2024-07-15T03:10:00Z,,2024-07-15T02:48:00Z,2024-07-15T03:20:00Z,
SKW4114,SKW4114,OO4114,,,SKW4114-1720827222-schedule-562p,SKW,SKW,OO,4114,N240SY,,SKW4114-1720813543-schedule-223p,False,False,False,False,KRDU,KRDU,RDU,RDU,America/New_York,Raleigh-Durham Intl,Raleigh/Durham,/airports/KRDU,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,2940,2940,10380,0,Scheduled / Delayed,E75L,1161,449,360,SHPRD4 SHPRD MEI AEX LUKKN WLEEE7,,12,64,0,D5,11,2,,Airline,2024-07-14T23:25:00Z,2024-07-15T00:14:00Z,,2024-07-14T23:35:00Z,2024-07-15T00:24:00Z,,2024-07-15T02:28:00Z,2024-07-15T03:17:00Z,,2024-07-15T02:38:00Z,2024-07-15T03:27:00Z,
DAL2749,DAL2749,DL2749,,,DAL2749-1720758301-fa-6p,DAL,DAL,DL,2749,,,,False,False,False,False,KMSP,KMSP,MSP,MSP,America/Chicago,Minneapolis/St Paul Intl,Minneapolis,/airports/KMSP,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,8700,0,Scheduled,A320,1044,467,240,ORSKY3 ONTIJ OVR J21 ADM CVE BROBB WINDU SEWZY6,,,,,F4,2,1,,Airline,2024-07-15T00:55:00Z,2024-07-15T00:55:00Z,,2024-07-15T01:05:00Z,2024-07-15T01:05:00Z,,2024-07-15T03:30:00Z,2024-07-15T03:30:00Z,,2024-07-15T03:40:00Z,2024-07-15T03:40:00Z,
AAL2629,AAL2629,AA2629,,,AAL2629-1720825429-airline-883p,AAL,AAL,AA,2629,N935AN,,AAL572-1720816038-airline-507p,False,False,False,False,KMIA,KMIA,MIA,MIA,America/New_York,Miami Intl,Miami,/airports/KMIA,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,6000,5700,8760,0,Scheduled / Delayed,B738,1103,470,320,GLADZ3 BAGGS Y290 BACCA ROZZI Y280 LEV J86 IAH BITER9,,,,,D24,23,,,Airline,2024-07-14T23:00:00Z,2024-07-15T00:40:00Z,,2024-07-14T23:10:00Z,2024-07-15T01:05:00Z,,2024-07-15T01:36:00Z,2024-07-15T03:31:00Z,,2024-07-15T02:06:00Z,2024-07-15T03:41:00Z,
UAL2620,UAL2620,UA2620,,,UAL2620-1720776732-fa-2p,UAL,UAL,UA,2620,N458UA,,UAL2040-1720734872-fa-1045p,False,False,False,False,KORD,KORD,ORD,ORD,America/Chicago,Chicago O'Hare Intl,Chicago,/airports/KORD,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,8820,0,Scheduled,A320,979,457,360,PEKUE PIGGG QUANE CARET ROEZZ BUM TUL BROBB WINDU SEWZY6,,,,12,C26,29,1,,Airline,2024-07-15T00:55:00Z,2024-07-15T00:55:00Z,,2024-07-15T01:05:00Z,2024-07-15T01:05:00Z,,2024-07-15T03:32:00Z,2024-07-15T03:32:00Z,,2024-07-15T03:42:00Z,2024-07-15T03:42:00Z,
DAL2578,DAL2578,DL2578,,,DAL2578-1720758264-fa-6p,DAL,DAL,DL,2578,N329NB,,DAL2443-1720758197-fa-459p,False,False,False,False,KDTW,KDTW,DTW,DTW,America/New_York,Detroit Metro Wayne Co,Detroit,/airports/KDTW,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-540,8940,0,Scheduled,A319,1150,472,340,BARII3 SINKR PXV J131 LIT UIM BROBB WINDU SEWZY6,,,,,A27,8,E,,Airline,2024-07-15T00:55:00Z,2024-07-15T00:55:00Z,,2024-07-15T01:05:00Z,2024-07-15T01:05:00Z,,2024-07-15T03:34:00Z,2024-07-15T03:34:00Z,,2024-07-15T03:53:00Z,2024-07-15T03:44:00Z,
AAL2707,AAL2707,AA2707,,,AAL2707-1720838904-schedule-333p,AAL,AAL,AA,2707,N992NN,,AAL2337-1720812778-airline-333p,False,False,False,False,KDFW,KDFW,DFW,DFW,America/Chicago,Dallas-Fort Worth Intl,Dallas-Fort Worth,/airports/KDFW,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-300,1920,0,Scheduled,B738,191,434,240,JASPA7 WINDU SEWZY6,,16,156,0,A28,32,A,,Airline,2024-07-15T02:45:00Z,2024-07-15T02:45:00Z,,2024-07-15T02:55:00Z,2024-07-15T03:03:00Z,,2024-07-15T03:27:00Z,2024-07-15T03:35:00Z,,2024-07-15T03:50:00Z,2024-07-15T03:45:00Z,
ASA534,ASA534,AS534,,,ASA534-1720829638-airline-1817p,ASA,ASA,AS,534,N453AS,,ASA15-1720803898-schedule-224p,False,False,False,False,KSFO,KSFO,SFO,SFO,America/Los_Angeles,San Francisco Int'l,San Francisco,/airports/KSFO,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,120,11820,0,Scheduled,B739,1564,460,370,NIITE3 SYRAH Q128 JSICA ILC BCE KD39Q CNX J15 CME HOB DILLO LAIKS3,,,,,B11,12,1,,Airline,2024-07-15T00:11:00Z,2024-07-15T00:11:00Z,,2024-07-15T00:21:00Z,2024-07-15T00:21:00Z,,2024-07-15T03:38:00Z,2024-07-15T03:38:00Z,,2024-07-15T03:46:00Z,2024-07-15T03:48:00Z,
AAL1394,AAL1394,AA1394,,,AAL1394-1720824270-schedule-1421p,AAL,AAL,AA,1394,N996NN,,AAL487-1720796451-airline-1393p,False,False,False,False,KPHL,KPHL,PHL,PHL,America/New_York,Philadelphia Intl,Philadelphia,/airports/KPHL,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,5580,4560,10920,0,Scheduled / Delayed,B738,1430,479,300,STOEN REEFI EMI J48 CSN FANPO Q40 AEX LFK WEEED WLEEE7,,16,156,0,A4,34,A,,Airline,2024-07-14T22:42:00Z,2024-07-15T00:15:00Z,,2024-07-14T22:52:00Z,2024-07-15T00:37:00Z,,2024-07-15T01:54:00Z,2024-07-15T03:39:00Z,,2024-07-15T02:33:00Z,2024-07-15T03:49:00Z,
UAL1179,UAL1179,UA1179,,,UAL1179-1720762826-fa-1050p,UAL,UAL,UA,1179,N68880,,UAL1179-1720762824-fa-1762p,False,False,False,False,KIAH,KIAH,IAH,IAH,America/Chicago,Houston Bush Int'ctl,Houston,/airports/KIAH,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,2340,0,Scheduled,B739,140,356,160,BNDTO5 MNURE WLEEE7,,,,20,C41,33,C,,Airline,2024-07-15T02:57:00Z,2024-07-15T02:57:00Z,,2024-07-15T03:07:00Z,2024-07-15T03:07:00Z,,2024-07-15T03:46:00Z,2024-07-15T03:46:00Z,,2024-07-15T03:56:00Z,2024-07-15T03:56:00Z,
AAL935,AAL935,AA935,,,AAL935-1720834228-airline-1166p,AAL,AAL,AA,935,N877NN,,AAL2977-1720815370-airline-1390p,False,False,False,False,KORD,KORD,ORD,ORD,America/Chicago,Chicago O'Hare Intl,Chicago,/airports/KORD,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-300,7500,0,Scheduled,B738,979,472,260,ACITO ADELL ARLYN STL FSM BROBB WINDU SEWZY6,,,,,H5,26,3,,Airline,2024-07-15T01:28:00Z,2024-07-15T01:28:00Z,,2024-07-15T01:38:00Z,2024-07-15T01:51:00Z,,2024-07-15T03:43:00Z,2024-07-15T03:56:00Z,,2024-07-15T04:11:00Z,2024-07-15T04:06:00Z,
SWA1833,SWA1833,WN1833,,,SWA1833-1720839335-airline-1387p,SWA,SWA,WN,1833,N7727A,,SWA3467-1720832595-airline-230p,False,False,False,False,KMSY,KMSY,MSY,MSY,America/Chicago,New Orleans Intl,New Orleans,/airports/KMSY,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,3600,0,Scheduled,B737,466,456,400,LFT LCH WEEED WLEEE7,,,,,B6,,,,Airline,2024-07-15T02:50:00Z,2024-07-15T02:50:00Z,,2024-07-15T03:00:00Z,2024-07-15T03:00:00Z,,2024-07-15T04:00:00Z,2024-07-15T04:00:00Z,,2024-07-15T04:10:00Z,2024-07-15T04:10:00Z,
AAL691,AAL691,AA691,,,AAL691-1720835469-airline-653p,AAL,AAL,AA,691,N338ST,,AAL1950-1720826715-airline-832p,False,False,False,False,KPHX,KPHX,PHX,PHX,America/Phoenix,Phoenix Sky Harbor Intl,Phoenix,/airports/KPHX,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-240,6660,0,Scheduled,B38M,871,465,350,BROAK1 MAXXO CNX BGS DILLO LAIKS3,,,,,A14,28,4,,Airline,2024-07-15T01:50:00Z,2024-07-15T01:50:00Z,,2024-07-15T02:00:00Z,2024-07-15T02:11:00Z,,2024-07-15T03:51:00Z,2024-07-15T04:02:00Z,,2024-07-15T04:16:00Z,2024-07-15T04:12:00Z,
SWA194,SWA194,WN194,,,SWA194-1720841289-airline-778p,SWA,SWA,WN,194,N8576Z,,SWA3047-1720831616-airline-1965p,False,False,False,False,KDAL,KDAL,DAL,DAL,America/Chicago,Dallas Love Fld,Dallas,/airports/KDAL,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,50,2160,0,Scheduled,B738,190,399,180,RAMBL6 WINDU SEWZY6,,,,,13,,1,,Airline,2024-07-15T03:25:00Z,2024-07-15T03:25:00Z,,2024-07-15T03:34:10Z,2024-07-15T03:34:10Z,,2024-07-15T04:10:10Z,2024-07-15T04:10:50Z,,2024-07-15T04:20:00Z,2024-07-15T04:20:50Z,
ASA342,ASA342,AS342,,,ASA342-1720834501-airline-1592p,ASA,ASA,AS,342,N433AS,,ASA754-1720824150-airline-58p,False,False,False,False,KSAN,KSAN,SAN,SAN,America/Los_Angeles,San Diego Intl,San Diego,/airports/KSAN,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,9660,0,Scheduled,B739,1181,459,350,SAYOW2 IPL J2 GBN J50 ITEMM ITUCO Q2 EWM LINZY FUSCO DILLO LAIKS3,,,,,30,12,2,,Airline,2024-07-15T01:30:00Z,2024-07-15T01:30:00Z,,2024-07-15T01:40:00Z,2024-07-15T01:40:00Z,,2024-07-15T04:21:00Z,2024-07-15T04:21:00Z,,2024-07-15T04:31:00Z,2024-07-15T04:31:00Z,
AAY3121,AAY3121,G43121,,,AAY3121-1720837822-schedule-280p,AAY,AAY,G4,3121,,,,False,False,False,False,KDSM,KDSM,DSM,DSM,America/Chicago,Des Moines Intl,Des Moines,/airports/KDSM,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,6120,0,Scheduled,A319,822,460,360,DSM J25 TUL BYP BROBB WINDU SEWZY6,,0,156,0,,,,,Airline,2024-07-15T02:29:00Z,2024-07-15T02:29:00Z,,2024-07-15T02:39:00Z,2024-07-15T02:39:00Z,,2024-07-15T04:21:00Z,2024-07-15T04:21:00Z,,2024-07-15T04:31:00Z,2024-07-15T04:31:00Z,
AAL378,AAL378,AA378,,,AAL378-1720833845-airline-1157p,AAL,AAL,AA,378,N915NN,,AAL1356-1720801405-airline-1629p,False,False,False,False,KMIA,KMIA,MIA,MIA,America/New_York,Miami Intl,Miami,/airports/KMIA,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-240,8580,0,Scheduled,B738,1103,470,320,GLADZ3 BAGGS Y290 BACCA ROZZI Y280 LEV J86 IAH BITER9,,,,,D6,23,,,Airline,2024-07-15T01:21:00Z,2024-07-15T01:21:00Z,,2024-07-15T01:31:00Z,2024-07-15T01:59:00Z,,2024-07-15T03:54:00Z,2024-07-15T04:22:00Z,,2024-07-15T04:36:00Z,2024-07-15T04:32:00Z,
SWA1301,SWA1301,WN1301,,,SWA1301-1720832919-airline-397p,SWA,SWA,WN,1301,N460WN,,SWA1805-1720813543-schedule-553p,False,False,False,False,KBWI,KBWI,BWI,BWI,America/New_York,Baltimore/Washington Intl,Baltimore,/airports/KBWI,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,11400,0,Scheduled,B737,1342,458,380,TERPZ7 MAULS Q40 ALEAN VXV SQS SWB LUKKN WLEEE7,,,,,B3,,,,Airline,2024-07-15T01:05:00Z,2024-07-15T01:05:00Z,,2024-07-15T01:15:00Z,2024-07-15T01:15:00Z,,2024-07-15T04:25:00Z,2024-07-15T04:25:00Z,,2024-07-15T04:25:00Z,2024-07-15T04:25:00Z,
DAL1081,DAL1081,DL1081,,,DAL1081-1720758008-fa-16p,DAL,DAL,DL,1081,N337DN,,DAL2725-1720758007-fa-13p,False,False,False,False,KATL,KATL,ATL,ATL,America/New_York,Hartsfield-Jackson Intl,Atlanta,/airports/KATL,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,1560,8820,0,Scheduled,A321,812,466,340,POUNC2 GRGIA GARTS LCH WEEED WLEEE7,,,,,B20,8,S,,Airline,2024-07-15T01:49:00Z,2024-07-15T01:49:00Z,,2024-07-15T01:59:00Z,2024-07-15T01:59:00Z,,2024-07-15T04:26:00Z,2024-07-15T04:26:00Z,,2024-07-15T04:10:00Z,2024-07-15T04:36:00Z,
SWA2058,SWA2058,WN2058,,,SWA2058-1720833845-airline-1272p,SWA,SWA,WN,2058,N969WN,,SWA2952-1720819274-airline-1983p,False,False,False,False,KLAS,KLAS,LAS,LAS,America/Los_Angeles,Harry Reid Intl,Las Vegas,/airports/KLAS,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,1260,1260,9300,0,Scheduled,B737,1089,453,390,NIITZ3 SSKEE INW CNX KA21W KF15Y DILLO LAIKS3,,,,,B15,,1,,Airline,2024-07-15T01:20:00Z,2024-07-15T01:41:00Z,,2024-07-15T01:30:00Z,2024-07-15T01:51:00Z,,2024-07-15T04:05:00Z,2024-07-15T04:26:00Z,,2024-07-15T04:05:00Z,2024-07-15T04:26:00Z,
DAL848,DAL848,DL848,,,DAL848-1720817217-fa-1626p,DAL,DAL,DL,848,N121DU,,DAL739-1720812606-schedule-15p,False,False,False,False,KSEA,KSEA,SEA,SEA,America/Los_Angeles,Seattle-Tacoma Intl,Seattle,/airports/KSEA,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-540,13260,0,Scheduled,BCS1,1771,452,350,SUMMA2 SUMMA J54 BKE BOI MLD MTU JNC MTJ CIM TCC TXO LBB DILLO LAIKS3,,,,,A10,3,,,Airline,2024-07-15T00:40:00Z,2024-07-15T00:40:00Z,,2024-07-15T00:50:00Z,2024-07-15T00:50:00Z,,2024-07-15T04:31:00Z,2024-07-15T04:31:00Z,,2024-07-15T04:50:00Z,2024-07-15T04:41:00Z,
AAL1205,AAL1205,AA1205,,,AAL1205-1720842554-airline-598p,AAL,AAL,AA,1205,N968AN,,AAL1375-1720813742-airline-6927p,False,False,False,False,KDFW,KDFW,DFW,DFW,America/Chicago,Dallas-Fort Worth Intl,Dallas-Fort Worth,/airports/KDFW,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-240,1920,0,Scheduled,B738,191,434,240,JASPA7 WINDU SEWZY6,,,,,A17,24,A,,Airline,2024-07-15T03:45:00Z,2024-07-15T03:45:00Z,,2024-07-15T03:55:00Z,2024-07-15T04:05:00Z,,2024-07-15T04:27:00Z,2024-07-15T04:37:00Z,,2024-07-15T04:51:00Z,2024-07-15T04:47:00Z,
SWA2427,SWA2427,WN2427,,,SWA2427-1720827718-airline-431p,SWA,SWA,WN,2427,N7743B,,SWA2427-1720827718-airline-432p,False,False,False,False,KSAN,KSAN,SAN,SAN,America/Los_Angeles,San Diego Intl,San Diego,/airports/KSAN,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,9300,0,Scheduled,B737,1163,457,390,ZZOOO3 IPL J18 GBN SSO ELP FST DILLO LAIKS3,,,,,5,,1,,Airline,2024-07-15T01:55:00Z,2024-07-15T01:55:00Z,,2024-07-15T02:05:00Z,2024-07-15T02:05:00Z,,2024-07-15T04:40:00Z,2024-07-15T04:40:00Z,,2024-07-15T04:50:00Z,2024-07-15T04:50:00Z,
ASA594,ASA594,AS594,,,ASA594-1720831919-airline-86p,ASA,ASA,AS,594,N974AK,,ASA1495-1720818294-airline-1995p,False,False,False,False,KSEA,KSEA,SEA,SEA,America/Los_Angeles,Seattle-Tacoma Intl,Seattle,/airports/KSEA,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-420,13320,0,Scheduled,B39M,1771,463,350,SUMMA2 SUMMA J54 BKE BYI MTU CIM TXO LBB KF12A DILLO LAIKS3,,,,,N12,12,,,Airline,2024-07-15T00:50:00Z,2024-07-15T00:50:00Z,,2024-07-15T01:00:00Z,2024-07-15T01:00:00Z,,2024-07-15T04:42:00Z,2024-07-15T04:42:00Z,,2024-07-15T04:59:00Z,2024-07-15T04:52:00Z,
UAL2175,UAL2175,UA2175,,,UAL2175-1720774261-fa-1771p,UAL,UAL,UA,2175,N45440,,UAL1275-1720742796-fa-4234p,False,False,False,False,KLAX,KLAX,LAX,LAX,America/Los_Angeles,Los Angeles Intl,Los Angeles,/airports/KLAX,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,9720,0,Scheduled,B739,1241,461,350,DOTSS2 CNERY BLH J169 KOFFA J169 TFD J50 ELP J183 FUSCO DILLO LAIKS3,,,,20,76A,36,7,,Airline,2024-07-15T01:55:00Z,2024-07-15T01:55:00Z,,2024-07-15T02:05:00Z,2024-07-15T02:05:00Z,,2024-07-15T04:47:00Z,2024-07-15T04:47:00Z,,2024-07-15T04:57:00Z,2024-07-15T04:57:00Z,
DAL692,DAL692,DL692,,,DAL692-1720774099-fa-1176p,DAL,DAL,DL,692,N774DE,,DAL986-1720758467-fa-726p,False,False,False,False,KLAX,KLAX,LAX,LAX,America/Los_Angeles,Los Angeles Intl,Los Angeles,/airports/KLAX,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,9720,0,Scheduled,B738,1241,465,350,DOTSS2 CNERY BLH SALOM EWM FUSCO DILLO LAIKS3,,,,,35,6,3,,Airline,2024-07-15T01:56:00Z,2024-07-15T01:56:00Z,,2024-07-15T02:06:00Z,2024-07-15T02:06:00Z,,2024-07-15T04:48:00Z,2024-07-15T04:48:00Z,,2024-07-15T04:58:00Z,2024-07-15T04:58:00Z,
UAL1317,UAL1317,UA1317,,,UAL1317-1720776698-fa-1078p,UAL,UAL,UA,1317,N87507,,UAL1004-1720761305-fa-1424p,False,False,False,False,KDEN,KDEN,DEN,DEN,America/Denver,Denver Intl,Denver,/airports/KDEN,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,6780,0,Scheduled,B738,777,448,350,SLEEK2 SLEEK PNH J17 ABI DILLO LAIKS3,,,,16,A30,33,,,Airline,2024-07-15T02:46:00Z,2024-07-15T02:46:00Z,,2024-07-15T02:56:00Z,2024-07-15T02:56:00Z,,2024-07-15T04:49:00Z,2024-07-15T04:49:00Z,,2024-07-15T04:59:00Z,2024-07-15T04:59:00Z,
